time (min),f (Hz),d (ppm)
0.0,-0.13000000081956387,0.8283214285713996
0.00999999999999801,0.0,0.7883214285714075
0.00999999999999801,0.2199999988079071,0.7583214285714064
0.020000000000003126,-0.4299999997019768,0.7683214285713973
0.030000000000001137,-0.1900000013411045,0.7683214285713973
0.030000000000001137,-0.12000000104308128,0.7983214285713984
0.03999999999999915,0.12999999895691872,0.8183214285714087
0.04999999999999716,-0.22000000067055225,0.8083214285713893
0.04999999999999716,0.1399999987334013,0.7983214285713984
0.060000000000002274,-0.3200000002980232,0.8083214285713893
0.07000000000000028,0.07000000029802322,0.7683214285713973
0.0799999999999983,0.25,0.7783214285713882
0.0799999999999983,1.4900000002235174,0.7483214285713871
0.09000000000000341,1.969999998807907,0.7683214285713973
0.10000000000000142,1.6399999987334013,0.7183214285714143
0.10000000000000142,1.4599999990314245,0.7783214285713882
0.10999999999999943,1.3399999998509884,0.7183214285714143
0.11999999999999744,1.1799999997019768,0.7283214285714052
0.13000000000000256,0.19999999925494194,0.7283214285714052
0.13000000000000256,0.1699999999254942,0.7383214285713962
0.14000000000000057,-0.39000000059604645,0.7283214285714052
0.14000000000000057,-0.8600000012665987,0.7683214285713973
0.14999999999999858,-1.5600000005215406,0.708321428571395
0.1599999999999966,-2.3700000010430813,0.7883214285714075
0.1700000000000017,-3.2700000014156103,0.7483214285713871
0.17999999999999972,-3.230000000447035,0.7283214285714052
0.17999999999999972,-3.800000000745058,0.7483214285713871
0.18999999999999773,-4.220000000670552,0.7983214285713984
0.20000000000000284,-5.410000000149012,0.7983214285713984
0.21000000000000085,-5.419999999925494,0.7983214285713984
0.21000000000000085,-5.849999999627471,0.7683214285713973
0.21999999999999886,-6.179999999701977,0.8483214285714098
0.21999999999999886,-6.650000000372529,0.8283214285713996
0.22999999999999687,-7.1400000005960464,0.8483214285714098
0.240000000000002,-7.740000000223517,0.8383214285713905
0.25,-8.31000000052154,0.8783214285714109
0.25,-8.490000000223517,0.9083214285714121
0.259999999999998,-8.860000001266599,0.8683214285713916
